SteamId,Username,Points,invisiblecat8,invisiblecat8Points,Last,LastPoints,maki bhawk fwog & jandje,maki bhawk fwog & jandjePoints,[KUP] RegularBiscuitBoy,[KUP] RegularBiscuitBoyPoints,[OR] Roader,[OR] RoaderPoints,RoundNzt,RoundNztPoints,cornshot,cornshotPoints,Codewalt,CodewaltPoints,St Nicholas,St NicholasPoints,Wookiee,WookieePoints,BlueDreamer,BlueDreamerPoints,[OR] rsgold,[OR] rsgoldPoints,Rorroh,RorrohPoints,Llama_Lordie,Llama_LordiePoints,RadiationMutt,RadiationMuttPoints
76561198319799964,Badeend_henk,"=IFERROR(E89 + G89 + I89 + K89 + M89 + O89 + Q89 + S89 + U89 + W89 + Y89 + AA89 + AC89 + AE89 + AG89, 0)",,,,,,,,,,,,,,,55.9188,0,,,,,,,,,,,,,,
76561198000493194,MCRJAKE,"=IFERROR(E90 + G90 + I90 + K90 + M90 + O90 + Q90 + S90 + U90 + W90 + Y90 + AA90 + AC90 + AE90 + AG90, 0)",,,,,,,,,,,,,,,56.61256,0,62.2515,0,87.38566,0,49.16738,0,57.48117,0,86.31014,0,48.82139,0,83.83213,0
76561197972325111,Snad,"=IFERROR(E91 + G91 + I91 + K91 + M91 + O91 + Q91 + S91 + U91 + W91 + Y91 + AA91 + AC91 + AE91 + AG91, 0)",,,,,,,,,,,,,,,59.28545,0,59.26932,0,86.17559,0,42.27025,0,57.32546,0,80.48537,0,49.7457,0,,
76561199169728015,SuburbianLord,"=IFERROR(E92 + G92 + I92 + K92 + M92 + O92 + Q92 + S92 + U92 + W92 + Y92 + AA92 + AC92 + AE92 + AG92, 0)",,,,,,,,,,,,,,,62.26247,0,,,89.06725,0,,,,,,,,,,
76561198048992751,aleith,"=IFERROR(E93 + G93 + I93 + K93 + M93 + O93 + Q93 + S93 + U93 + W93 + Y93 + AA93 + AC93 + AE93 + AG93, 0)",,,,,,,,,,,,,,,63.28973,0,,,,,,,,,,,,,,
76561198040723193,BlackBullfrog,"=IFERROR(E94 + G94 + I94 + K94 + M94 + O94 + Q94 + S94 + U94 + W94 + Y94 + AA94 + AC94 + AE94 + AG94, 0)",,,,,,,,,,,,,,,79.99196,0,66.45694,0,98.00838,0,,,58.6614,0,,,53.13828,0,,
76561198858890235,Jaz1127,"=IFERROR(E95 + G95 + I95 + K95 + M95 + O95 + Q95 + S95 + U95 + W95 + Y95 + AA95 + AC95 + AE95 + AG95, 0)",,,,,,,,,,,,,,,56.02261,0,60.93251,0,85.84098,0,43.14383,0,63.01169,0,,,47.98314,0,,
76561199095656953,hugotait,"=IFERROR(E96 + G96 + I96 + K96 + M96 + O96 + Q96 + S96 + U96 + W96 + Y96 + AA96 + AC96 + AE96 + AG96, 0)",,,,,,,,,,,,,,,,,66.47685,0,95.01863,0,57.63309,0,,,,,,,,
76561198353575625,Forewander,"=IFERROR(E97 + G97 + I97 + K97 + M97 + O97 + Q97 + S97 + U97 + W97 + Y97 + AA97 + AC97 + AE97 + AG97, 0)",,,,,,,,,,,,,,,,,,,83.90936,0,43.54225,0,58.17068,0,84.16741,0,48.19218,0,,
76561198201861161,maikelvg,"=IFERROR(E98 + G98 + I98 + K98 + M98 + O98 + Q98 + S98 + U98 + W98 + Y98 + AA98 + AC98 + AE98 + AG98, 0)",,,,,,,,,,,,,,,,,,,84.48962,0,,,,,,,,,,
76561199075268962,hit_thepacecar,"=IFERROR(E99 + G99 + I99 + K99 + M99 + O99 + Q99 + S99 + U99 + W99 + Y99 + AA99 + AC99 + AE99 + AG99, 0)",,,,,,,,,,,,,,,,,,,84.9007,0,47.88305,0,,,,,,,,
76561198050886736,Roddhill,"=IFERROR(E100 + G100 + I100 + K100 + M100 + O100 + Q100 + S100 + U100 + W100 + Y100 + AA100 + AC100 + AE100 + AG100, 0)",,,,,,,,,,,,,,,,,,,91.93903,0,48.47522,0,,,,,49.66375,0,,
76561198147127383,Sutil,"=IFERROR(E101 + G101 + I101 + K101 + M101 + O101 + Q101 + S101 + U101 + W101 + Y101 + AA101 + AC101 + AE101 + AG101, 0)",,,,,,,,,,,,,,,,,,,82.37406,0,45.50196,0,,,79.32578,0,47.56412,0,,
76561197973063523,Moving Target,"=IFERROR(E102 + G102 + I102 + K102 + M102 + O102 + Q102 + S102 + U102 + W102 + Y102 + AA102 + AC102 + AE102 + AG102, 0)",,,,,,,,,,,,,,,,,,,,,43.89008,0,62.02625,0,78.86227,0,,,,
76561198078491606,Knaron,"=IFERROR(E103 + G103 + I103 + K103 + M103 + O103 + Q103 + S103 + U103 + W103 + Y103 + AA103 + AC103 + AE103 + AG103, 0)",,,,,,,,,,,,,,,,,,,,,,,57.15802,0,76.84244,0,49.17812,0,,
76561199150867826,Jackson,"=IFERROR(E104 + G104 + I104 + K104 + M104 + O104 + Q104 + S104 + U104 + W104 + Y104 + AA104 + AC104 + AE104 + AG104, 0)",,,,,,,,,,,,,,,,,,,,,,,70.36105,0,,,,,,
76561198304929551,Certified Bruh Moment™,"=IFERROR(E105 + G105 + I105 + K105 + M105 + O105 + Q105 + S105 + U105 + W105 + Y105 + AA105 + AC105 + AE105 + AG105, 0)",,,,,,,,,,,,,,,,,,,,,,,64.96855,0,,,47.89146,0,82.11205,0
76561198368656405,joshuadwyer79,"=IFERROR(E106 + G106 + I106 + K106 + M106 + O106 + Q106 + S106 + U106 + W106 + Y106 + AA106 + AC106 + AE106 + AG106, 0)",,,,,,,,,,,,,,,,,,,,,,,,,75.68459,0,49.5545,0,,
76561198210687189,Dickens,"=IFERROR(E107 + G107 + I107 + K107 + M107 + O107 + Q107 + S107 + U107 + W107 + Y107 + AA107 + AC107 + AE107 + AG107, 0)",,,,,,,,,,,,,,,,,,,,,,,,,77.0083,0,48.25668,0,81.43518,0
76561199282497311,groovy,"=IFERROR(E108 + G108 + I108 + K108 + M108 + O108 + Q108 + S108 + U108 + W108 + Y108 + AA108 + AC108 + AE108 + AG108, 0)",,,,,,,,,,,,,,,,,,,,,,,,,96.28858,0,52.16809,0,,
76561197975920245,Es3en,"=IFERROR(E109 + G109 + I109 + K109 + M109 + O109 + Q109 + S109 + U109 + W109 + Y109 + AA109 + AC109 + AE109 + AG109, 0)",,,,,,,,,,,,,,,,,,,,,,,,,79.38907,0,47.58716,0,80.23392,0
76561199104180118,ItsWonkier,"=IFERROR(E110 + G110 + I110 + K110 + M110 + O110 + Q110 + S110 + U110 + W110 + Y110 + AA110 + AC110 + AE110 + AG110, 0)",,,,,,,,,,,,,,,,,,,,,,,,,,,48.05672,0,81.794,0
76561198357638671,MeroMeroNoMi,"=IFERROR(E111 + G111 + I111 + K111 + M111 + O111 + Q111 + S111 + U111 + W111 + Y111 + AA111 + AC111 + AE111 + AG111, 0)",,,,,,,,,,,,,,,,,,,,,,,,,,,48.26348,0,,
76561198171910933,Crab0nski,"=IFERROR(E112 + G112 + I112 + K112 + M112 + O112 + Q112 + S112 + U112 + W112 + Y112 + AA112 + AC112 + AE112 + AG112, 0)",,,,,,,,,,,,,,,,,,,,,,,,,,,54.80027,0,82.70113,0
76561199012578056,gbawad,"=IFERROR(E113 + G113 + I113 + K113 + M113 + O113 + Q113 + S113 + U113 + W113 + Y113 + AA113 + AC113 + AE113 + AG113, 0)",,,,,,,,,,,,,,,,,,,,,,,,,,,49.9526,0,,
76561198290668879,Socks242,"=IFERROR(E114 + G114 + I114 + K114 + M114 + O114 + Q114 + S114 + U114 + W114 + Y114 + AA114 + AC114 + AE114 + AG114, 0)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.89786,0
76561198030459761,I_stay_sideways,"=IFERROR(E115 + G115 + I115 + K115 + M115 + O115 + Q115 + S115 + U115 + W115 + Y115 + AA115 + AC115 + AE115 + AG115, 0)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.48536,0
76561198068279998,Raevil[NL],"=IFERROR(E116 + G116 + I116 + K116 + M116 + O116 + Q116 + S116 + U116 + W116 + Y116 + AA116 + AC116 + AE116 + AG116, 0)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.84139,0
76561198269027719,Fireheart318,"=IFERROR(E117 + G117 + I117 + K117 + M117 + O117 + Q117 + S117 + U117 + W117 + Y117 + AA117 + AC117 + AE117 + AG117, 0)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.91132,0
76561199136116095,Chronos Flair,"=IFERROR(E118 + G118 + I118 + K118 + M118 + O118 + Q118 + S118 + U118 + W118 + Y118 + AA118 + AC118 + AE118 + AG118, 0)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.41409,0
76561198039193297,ReticentNova,"=IFERROR(E119 + G119 + I119 + K119 + M119 + O119 + Q119 + S119 + U119 + W119 + Y119 + AA119 + AC119 + AE119 + AG119, 0)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.13287,0
76561198159335356,Microknigh7,"=IFERROR(E120 + G120 + I120 + K120 + M120 + O120 + Q120 + S120 + U120 + W120 + Y120 + AA120 + AC120 + AE120 + AG120, 0)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.50443,0
