SteamId,Username,Points,ThySirSlime,ThySirSlimePoints,justMaki,justMakiPoints,Diabler,DiablerPoints,PDGamer2502,PDGamer2502Points,[CTR]LexLimbo,[CTR]LexLimboPoints,Spuzzle,SpuzzlePoints,Akane,AkanePoints,Codewalt,CodewaltPoints,ocaj75,ocaj75Points,RuthlessTex,RuthlessTexPoints,Khord,KhordPoints,St Nicholas,St NicholasPoints,Llama_Lordie,Llama_LordiePoints,fabiendivie,fabiendiviePoints,deathcount610,deathcount610Points
76561197972480611,Ranged Albatros,"=IFERROR(E80 + G80 + I80 + K80 + M80 + O80 + Q80 + S80 + U80 + W80 + Y80 + AA80 + AC80 + AE80 + AG80, 0)",55.40582,0,70.05105,0,,,41.26223,0,89.04771,0,53.46321,0,86.72425,0,79.3988,0,97.42114,0,,,52.17608,0,,,,,,,,
76561198987767055,ThatOneCat,"=IFERROR(E81 + G81 + I81 + K81 + M81 + O81 + Q81 + S81 + U81 + W81 + Y81 + AA81 + AC81 + AE81 + AG81, 0)",58.91433,0,108.3573,0,,,52.25838,0,,,,,,,,,,,,,,,,,,,,,,
76561198877569695,Gullylan,"=IFERROR(E82 + G82 + I82 + K82 + M82 + O82 + Q82 + S82 + U82 + W82 + Y82 + AA82 + AC82 + AE82 + AG82, 0)",60.40743,0,,,,,47.83181,0,,,,,,,,,,,,,,,,,,,,,,
76561198152852852,SadD0ge,"=IFERROR(E83 + G83 + I83 + K83 + M83 + O83 + Q83 + S83 + U83 + W83 + Y83 + AA83 + AC83 + AE83 + AG83, 0)",,,69.37437,0,,,43.51083,0,77.02116,0,52.17887,0,81.11224,0,76.29784,0,94.80984,0,,,,,,,,,,,,
76561199230094250,[FTR]Fwogiie.Kawaii,"=IFERROR(E84 + G84 + I84 + K84 + M84 + O84 + Q84 + S84 + U84 + W84 + Y84 + AA84 + AC84 + AE84 + AG84, 0)",,,69.9364,0,,,,,76.81866,0,51.74798,0,81.96967,0,,,91.8208,0,84.83213,0,48.68084,0,58.38884,0,66.55037,0,61.28514,0,,
76561198079708481,Father Maldonado,"=IFERROR(E85 + G85 + I85 + K85 + M85 + O85 + Q85 + S85 + U85 + W85 + Y85 + AA85 + AC85 + AE85 + AG85, 0)",,,71.77421,0,80.58404,0,44.15792,0,83.51112,0,54.15261,0,91.50233,0,79.50431,0,,,,,,,,,,,,,,
76561198394674653,unaratta,"=IFERROR(E86 + G86 + I86 + K86 + M86 + O86 + Q86 + S86 + U86 + W86 + Y86 + AA86 + AC86 + AE86 + AG86, 0)",,,90.75055,0,,,50.97315,0,100.9674,0,55.70821,0,90.85904,0,80.16364,0,100.4533,0,,,67.34534,0,,,,,,,,
76561198345824811,ginghambadger,"=IFERROR(E87 + G87 + I87 + K87 + M87 + O87 + Q87 + S87 + U87 + W87 + Y87 + AA87 + AC87 + AE87 + AG87, 0)",,,,,,,50.62758,0,,,,,,,101.0966,0,,,,,,,,,,,,,,
76561198037649622,Hairybroness,"=IFERROR(E88 + G88 + I88 + K88 + M88 + O88 + Q88 + S88 + U88 + W88 + Y88 + AA88 + AC88 + AE88 + AG88, 0)",,,,,,,45.32087,0,80.06886,0,54.78041,0,81.57714,0,78.8651,0,96.35953,0,,,57.18369,0,62.38926,0,73.32505,0,65.27636,0,,
76561199031124115,moins3n,"=IFERROR(E89 + G89 + I89 + K89 + M89 + O89 + Q89 + S89 + U89 + W89 + Y89 + AA89 + AC89 + AE89 + AG89, 0)",,,,,,,43.38744,0,80.43188,0,53.04311,0,87.35801,0,77.19591,0,93.99557,0,85.67838,0,,,,,,,,,,
76561198450461661,tritontrin,"=IFERROR(E90 + G90 + I90 + K90 + M90 + O90 + Q90 + S90 + U90 + W90 + Y90 + AA90 + AC90 + AE90 + AG90, 0)",,,,,,,,,82.33186,0,59.28738,0,91.8252,0,,,,,,,,,,,,,,,,
76561198027978961,Rorroh,"=IFERROR(E91 + G91 + I91 + K91 + M91 + O91 + Q91 + S91 + U91 + W91 + Y91 + AA91 + AC91 + AE91 + AG91, 0)",,,,,,,,,82.40867,0,54.24744,0,,,78.80184,0,98.01914,0,,,51.67667,0,61.55933,0,,,,,,
76561199247238254,Acedelfy,"=IFERROR(E92 + G92 + I92 + K92 + M92 + O92 + Q92 + S92 + U92 + W92 + Y92 + AA92 + AC92 + AE92 + AG92, 0)",,,,,,,,,103.3044,0,,,,,,,,,,,56.59484,0,66.51022,0,,,,,,
76561198081686672,Not That Guy,"=IFERROR(E93 + G93 + I93 + K93 + M93 + O93 + Q93 + S93 + U93 + W93 + Y93 + AA93 + AC93 + AE93 + AG93, 0)",,,,,,,,,81.1842,0,52.69719,0,83.37796,0,77.30299,0,95.83017,0,,,54.41596,0,,,,,,,,
76561198864145336,Nick Skidmark,"=IFERROR(E94 + G94 + I94 + K94 + M94 + O94 + Q94 + S94 + U94 + W94 + Y94 + AA94 + AC94 + AE94 + AG94, 0)",,,,,,,,,104.8473,0,64.25303,0,98.03026,0,85.35656,0,,,,,,,,,,,,,,
76561198968586064,Trouble_2X,"=IFERROR(E95 + G95 + I95 + K95 + M95 + O95 + Q95 + S95 + U95 + W95 + Y95 + AA95 + AC95 + AE95 + AG95, 0)",,,,,,,,,,,54.46233,0,85.88714,0,78.81608,0,96.22203,0,85.91021,0,50.94878,0,63.44349,0,77.03121,0,70.11155,0,61.49908,0
76561199122070413,anthonkarlsson10,"=IFERROR(E96 + G96 + I96 + K96 + M96 + O96 + Q96 + S96 + U96 + W96 + Y96 + AA96 + AC96 + AE96 + AG96, 0)",,,,,,,,,,,56.84197,0,,,,,,,,,,,,,,,,,,
76561199150867826,Jackson,"=IFERROR(E97 + G97 + I97 + K97 + M97 + O97 + Q97 + S97 + U97 + W97 + Y97 + AA97 + AC97 + AE97 + AG97, 0)",,,,,,,,,,,54.80888,0,90.75539,0,82.08289,0,95.12276,0,,,,,,,,,,,,
76561197998573980,DownloadFLD,"=IFERROR(E98 + G98 + I98 + K98 + M98 + O98 + Q98 + S98 + U98 + W98 + Y98 + AA98 + AC98 + AE98 + AG98, 0)",,,,,,,,,,,,,84.37963,0,79.41682,0,96.10795,0,97.79833,0,52.6258,0,60.60425,0,73.3198,0,70.30248,0,,
76561199056982478,zackspigelman,"=IFERROR(E99 + G99 + I99 + K99 + M99 + O99 + Q99 + S99 + U99 + W99 + Y99 + AA99 + AC99 + AE99 + AG99, 0)",,,,,,,,,,,,,83.59804,0,82.04625,0,,,,,,,,,,,,,,
76561198139937395,Massagraf,"=IFERROR(E100 + G100 + I100 + K100 + M100 + O100 + Q100 + S100 + U100 + W100 + Y100 + AA100 + AC100 + AE100 + AG100, 0)",,,,,,,,,,,,,91.96683,0,80.74659,0,100.5245,0,,,,,,,,,,,,
76561198285791422,depletedradiosity,"=IFERROR(E101 + G101 + I101 + K101 + M101 + O101 + Q101 + S101 + U101 + W101 + Y101 + AA101 + AC101 + AE101 + AG101, 0)",,,,,,,,,,,,,,,78.87179,0,,,,,,,,,,,,,,
76561199208705958,Envious*,"=IFERROR(E102 + G102 + I102 + K102 + M102 + O102 + Q102 + S102 + U102 + W102 + Y102 + AA102 + AC102 + AE102 + AG102, 0)",,,,,,,,,,,,,,,79.25805,0,95.65048,0,87.64607,0,52.33924,0,59.97308,0,71.85574,0,73.87543,0,,
76561199025109683,Name1234,"=IFERROR(E103 + G103 + I103 + K103 + M103 + O103 + Q103 + S103 + U103 + W103 + Y103 + AA103 + AC103 + AE103 + AG103, 0)",,,,,,,,,,,,,,,80.03336,0,,,,,,,,,,,,,,
76561198198580859,MR C,"=IFERROR(E104 + G104 + I104 + K104 + M104 + O104 + Q104 + S104 + U104 + W104 + Y104 + AA104 + AC104 + AE104 + AG104, 0)",,,,,,,,,,,,,,,89.94728,0,,,,,,,,,,,,,,
76561199311907056,jmrosariopr,"=IFERROR(E105 + G105 + I105 + K105 + M105 + O105 + Q105 + S105 + U105 + W105 + Y105 + AA105 + AC105 + AE105 + AG105, 0)",,,,,,,,,,,,,,,102.6871,0,,,,,,,,,,,,,,
76561199210797671,progaminghd84,"=IFERROR(E106 + G106 + I106 + K106 + M106 + O106 + Q106 + S106 + U106 + W106 + Y106 + AA106 + AC106 + AE106 + AG106, 0)",,,,,,,,,,,,,,,106.0568,0,,,,,,,,,,,,,,
76561198147127383,Sutil,"=IFERROR(E107 + G107 + I107 + K107 + M107 + O107 + Q107 + S107 + U107 + W107 + Y107 + AA107 + AC107 + AE107 + AG107, 0)",,,,,,,,,,,,,,,79.90046,0,96.2729,0,,,53.98037,0,61.31934,0,,,,,,
76561198096236961,koz,"=IFERROR(E108 + G108 + I108 + K108 + M108 + O108 + Q108 + S108 + U108 + W108 + Y108 + AA108 + AC108 + AE108 + AG108, 0)",,,,,,,,,,,,,,,,,96.46297,0,,,52.47808,0,,,69.41782,0,72.15689,0,,
76561198849196913,Lofoten_81,"=IFERROR(E109 + G109 + I109 + K109 + M109 + O109 + Q109 + S109 + U109 + W109 + Y109 + AA109 + AC109 + AE109 + AG109, 0)",,,,,,,,,,,,,,,,,99.52225,0,,,,,,,,,,,,
76561199292634733,zodiak,"=IFERROR(E110 + G110 + I110 + K110 + M110 + O110 + Q110 + S110 + U110 + W110 + Y110 + AA110 + AC110 + AE110 + AG110, 0)",,,,,,,,,,,,,,,,,,,,,49.71088,0,66.448,0,,,,,,
76561199003276953,Me Raj,"=IFERROR(E111 + G111 + I111 + K111 + M111 + O111 + Q111 + S111 + U111 + W111 + Y111 + AA111 + AC111 + AE111 + AG111, 0)",,,,,,,,,,,,,,,,,,,,,54.01793,0,63.96211,0,76.23282,0,,,,
76561198857826561,DragonBoi,"=IFERROR(E112 + G112 + I112 + K112 + M112 + O112 + Q112 + S112 + U112 + W112 + Y112 + AA112 + AC112 + AE112 + AG112, 0)",,,,,,,,,,,,,,,,,,,,,54.72434,0,,,,,,,,
76561198816444867,wagonster,"=IFERROR(E113 + G113 + I113 + K113 + M113 + O113 + Q113 + S113 + U113 + W113 + Y113 + AA113 + AC113 + AE113 + AG113, 0)",,,,,,,,,,,,,,,,,,,,,56.1072,0,,,,,,,,
76561198295781786,kctheewok,"=IFERROR(E114 + G114 + I114 + K114 + M114 + O114 + Q114 + S114 + U114 + W114 + Y114 + AA114 + AC114 + AE114 + AG114, 0)",,,,,,,,,,,,,,,,,,,,,64.21822,0,,,,,,,,
76561198304058792,Beastvick13,"=IFERROR(E115 + G115 + I115 + K115 + M115 + O115 + Q115 + S115 + U115 + W115 + Y115 + AA115 + AC115 + AE115 + AG115, 0)",,,,,,,,,,,,,,,,,,,,,54.13353,0,,,,,,,,
76561198260195102,noodlemandan,"=IFERROR(E116 + G116 + I116 + K116 + M116 + O116 + Q116 + S116 + U116 + W116 + Y116 + AA116 + AC116 + AE116 + AG116, 0)",,,,,,,,,,,,,,,,,,,,,54.86795,0,62.99307,0,74.81404,0,76.27092,0,,
76561199028380903,[KUP] flying_pancake12,"=IFERROR(E117 + G117 + I117 + K117 + M117 + O117 + Q117 + S117 + U117 + W117 + Y117 + AA117 + AC117 + AE117 + AG117, 0)",,,,,,,,,,,,,,,,,,,,,,,55.64169,0,65.15139,0,,,53.0146,0
76561198064504486,tZainiac,"=IFERROR(E118 + G118 + I118 + K118 + M118 + O118 + Q118 + S118 + U118 + W118 + Y118 + AA118 + AC118 + AE118 + AG118, 0)",,,,,,,,,,,,,,,,,,,,,,,,,69.92651,0,74.79736,0,55.92625,0
76561199193425467,marronsauce,"=IFERROR(E119 + G119 + I119 + K119 + M119 + O119 + Q119 + S119 + U119 + W119 + Y119 + AA119 + AC119 + AE119 + AG119, 0)",,,,,,,,,,,,,,,,,,,,,,,,,83.76076,0,,,,
76561199002720572,vortex,"=IFERROR(E120 + G120 + I120 + K120 + M120 + O120 + Q120 + S120 + U120 + W120 + Y120 + AA120 + AC120 + AE120 + AG120, 0)",,,,,,,,,,,,,,,,,,,,,,,,,90.67728,0,,,67.7495,0
76561198444861517,test,"=IFERROR(E121 + G121 + I121 + K121 + M121 + O121 + Q121 + S121 + U121 + W121 + Y121 + AA121 + AC121 + AE121 + AG121, 0)",,,,,,,,,,,,,,,,,,,,,,,,,72.08054,0,,,,
76561198823854710,Alaskaman79,"=IFERROR(E122 + G122 + I122 + K122 + M122 + O122 + Q122 + S122 + U122 + W122 + Y122 + AA122 + AC122 + AE122 + AG122, 0)",,,,,,,,,,,,,,,,,,,,,,,,,,,76.32246,0,,
76561198022845629,just_cody,"=IFERROR(E123 + G123 + I123 + K123 + M123 + O123 + Q123 + S123 + U123 + W123 + Y123 + AA123 + AC123 + AE123 + AG123, 0)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.25018,0
76561198330572408,TheToasted_,"=IFERROR(E124 + G124 + I124 + K124 + M124 + O124 + Q124 + S124 + U124 + W124 + Y124 + AA124 + AC124 + AE124 + AG124, 0)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.94903,0
76561199104594512,crow,"=IFERROR(E125 + G125 + I125 + K125 + M125 + O125 + Q125 + S125 + U125 + W125 + Y125 + AA125 + AC125 + AE125 + AG125, 0)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.85853,0
76561197979087520,Mokster,"=IFERROR(E126 + G126 + I126 + K126 + M126 + O126 + Q126 + S126 + U126 + W126 + Y126 + AA126 + AC126 + AE126 + AG126, 0)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.27439,0
